Ontology ID	 Label NCBI	Label FoodOn	NCBI parent ID	Ontology Alternative Term	Exact Synonym (FoodOn)	See Also	FDA Common Name [after changes]	FDA SFL Common Name	FDA Acceptable Market Name(s) [after changes]	FDA SFL Acceptable Market Name	NCBI Genbank Common Name [after changes]	ITIS (TSN)	FDA Alternative Term [original]	FDA Acceptable Market Name(s) [original]	NCBI Genbank Common Name [original]	FDA law	NCBI Synonym	terms source | term requested	"term editor	"
NCBITaxon:309930	Cephalopholis argus					https://en.wikipedia.org/wiki/Cephalopholis_argus	purplespotted grouper	FDA SFL Common Name	grouper	FDA SFL Acceptable Market Name	peacock hind	ITIS:167752	purplespotted grouper	grouper	peacock hind			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:160704	Cephalopholis cruentata					https://en.wikipedia.org/wiki/Graysby	graysby	FDA SFL Common Name	grouper	FDA SFL Acceptable Market Name		ITIS:181220	graysby	grouper	graysby		Sparus cruentatus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:334914	Cephalopholis miniata					https://en.wikipedia.org/wiki/Coral_grouper	coral hind	FDA SFL Common Name	grouper	FDA SFL Acceptable Market Name		ITIS:167959	coral hind	grouper	coral hind		Cephalopholis miniatus | Perca miniata	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:160708	Cephalopholis sonnerati					https://en.wikipedia.org/wiki/Cephalopholis_sonnerati	tomato hind	FDA SFL Common Name	grouper	FDA SFL Acceptable Market Name		ITIS:167723	tomato hind	grouper	tomato hind		Serranus sonnerati	FDA Seafood List 2021 | Genome Tracker	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:1146960	Cephalopholis spiloparaea					https://en.wikipedia.org/wiki/Cephalopholis_spiloparaea	strawberry hind	FDA SFL Common Name	grouper	FDA SFL Acceptable Market Name		ITIS:551032	strawberry hind	grouper	strawberry hind		Serranus spiloparaeus	FDA Seafood List 2021 | Genome Tracker	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:327801	Cephalopholis taeniops					https://en.wikipedia.org/wiki/Cephalopholis_taeniops	spotted grouper	FDA SFL Common Name	grouper	FDA SFL Acceptable Market Name		ITIS:551033	spotted grouper	grouper			Serranus taeniops	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:160709	Cephalopholis urodeta					https://en.wikipedia.org/wiki/Cephalopholis_urodeta	chevron tailed grouper	FDA SFL Common Name	grouper	FDA SFL Acceptable Market Name	darkfin hind	ITIS:167755	chevron tailed grouper	grouper	darkfin hind		Perca urodeta	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:714659	Cetengraulis mysticetus					https://en.wikipedia.org/wiki/Cetengraulis_mysticetus	anchoveta	FDA SFL Common Name	anchovy	FDA SFL Acceptable Market Name	pacific anchoveta	ITIS:161862	anchoveta	anchovy	pacific anchoveta		Engraulis mysticetus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:198537	Chaceon quinquedens					https://en.wikipedia.org/wiki/Chaceon_quinquedens	red deepsea crab	FDA SFL Common Name	red crab	FDA SFL Acceptable Market Name		ITIS:620992	red deepsea crab	crab, red	red deepsea crab		Geryon quinquedens | Geryon (Chaceon) quinquedens	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:64152	Channa striata					https://en.wikipedia.org/wiki/Channa_striata	chevron snakehead	FDA SFL Common Name	snakehead | channa	FDA SFL Acceptable Market Name	snakehead murrel	ITIS:166667	chevron snakehead	snakehead or channa	snakehead murrel		Channa stratus | Ophicephalus striatus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:1916796	Channomuraena vittata					https://en.wikipedia.org/wiki/Channomuraena_vittata	broadbanded moray	FDA SFL Common Name	moray eel	FDA SFL Acceptable Market Name		ITIS:635501	broadbanded moray	eel, moray			Ichthyophis vittatus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:320392	Cheilotrema saturnum						black croaker	FDA SFL Common Name	croaker	FDA SFL Acceptable Market Name		ITIS:169358	black croaker	croaker	black croaker		Amblodon saturnus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:8469	Chelonia mydas					https://en.wikipedia.org/wiki/Green_sea_turtle	green sea turtle	FDA SFL Common Name	turtle	FDA SFL Acceptable Market Name		ITIS:173833	green sea turtle	turtle	green sea turtle		Testudo mydas | Chelonia midas	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:8474	Chelydra			Chelydra spp.		https://en.wikipedia.org/wiki/Chelydra	snapping turtles	FDA SFL Common Name	turtle	FDA SFL Acceptable Market Name			(snapping turtles)	turtle				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:6723	Cherax destructor					https://en.wikipedia.org/wiki/Common_yabby	yabbie	FDA SFL Common Name	crawfish | crayfish	FDA SFL Acceptable Market Name		ITIS:1133926	yabbie	crawfish or crayfish				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:27406	Cherax quadricarinatus					https://en.wikipedia.org/wiki/Cherax_quadricarinatus	red claw crayfish	FDA SFL Common Name	crawfish | crayfish	FDA SFL Acceptable Market Name		ITIS:1133956	red claw crayfish	crawfish or crayfish				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:99755	Cherax tenuimanus					https://en.wikipedia.org/wiki/Cherax_tenuimanus	marron	FDA SFL Common Name	crawfish | crayfish	FDA SFL Acceptable Market Name		ITIS:1133969	marron	crawfish or crayfish				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:380164	Chionista fluctifraga						smooth venus	FDA SFL Common Name	venus clam	FDA SFL Acceptable Market Name		ITIS:567356	smooth venus	clam, venus			Venus fluctifraga	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:397937	Chionoecetes angulatus					https://en.wikipedia.org/wiki/Chionoecetes	triangle tanner crab	FDA SFL Common Name	snow  crab	FDA SFL Acceptable Market Name		ITIS:98430	triangle tanner crab	crab, snow (*)				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:232428	Chionoecetes bairdi					https://en.wikipedia.org/wiki/Chionoecetes_bairdi	southern tanner crab	FDA SFL Common Name	snow  crab	FDA SFL Acceptable Market Name		ITIS:98429	southern tanner crab	crab, snow (*)				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:41210	Chionoecetes opilio					https://en.wikipedia.org/wiki/Chionoecetes_opilio	snow crab	FDA SFL Common Name	snow  crab	FDA SFL Acceptable Market Name		ITIS:98428	snow crab	crab, snow (*)	snow crab		Cancer opilio	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:262399	Chionoecetes tanneri					https://en.wikipedia.org/wiki/Chionoecetes	grooved tanner crab	FDA SFL Common Name	snow  crab	FDA SFL Acceptable Market Name		ITIS:98431	grooved tanner crab	crab, snow (*)				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:50342	Chlamys hastata					https://en.wikipedia.org/wiki/Chlamys_hastata	spiny scallop	FDA SFL Common Name	scallop	FDA SFL Acceptable Market Name		ITIS:79613	spiny scallop	scallop			Pecten hastatus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:27808	Chlamys islandica					https://en.wikipedia.org/wiki/Chlamys_islandica	iceland scallop	FDA SFL Common Name	scallop	FDA SFL Acceptable Market Name		ITIS:79619	iceland scallop	scallop			Pecten islandicus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:644113	Chlamys rubida					https://en.wikipedia.org/wiki/Chlamys_rubida	reddish scallop	FDA SFL Common Name	scallop	FDA SFL Acceptable Market Name		ITIS:79617	reddish scallop	scallop				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:745122	Cilus gilberti					https://en.wikipedia.org/wiki/Cilus_gilberti	chilean croaker	FDA SFL Common Name	corvina	FDA SFL Acceptable Market Name		ITIS:646585	chilean croaker	corvina	corvina		Cilus montti | Sciaena gilberti	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:319774	Citharichthys sordidus					https://en.wikipedia.org/wiki/Pacific_sanddab	pacific sanddab	FDA SFL Common Name	sanddab	FDA SFL Acceptable Market Name		ITIS:172716	pacific sanddab	sanddab	pacific sanddab		Psettichthys sordidus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:352245	Cleisthenes pinetorum					https://en.wikipedia.org/wiki/Cleisthenes_pinetorum	sohachi flounder	FDA SFL Common Name	flounder	FDA SFL Acceptable Market Name	sohachi	ITIS:616039	sohachi flounder	flounder	sohachi		Hippoglossoides pinetorum	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:255560	Clidoderma asperrimum					https://en.wikipedia.org/wiki/Roughscale_sole	roughscale sole	FDA SFL Common Name	sole | flounder	FDA SFL Acceptable Market Name		ITIS:172864	roughscale sole	sole or flounder	roughscale sole		Platessa asperrima	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:1421200	Clinocardium californiense						california cockle	FDA SFL Common Name	cockle	FDA SFL Acceptable Market Name		ITIS:80876	california cockle	cockle			Cardium californiense | Clinocardium californiense	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:410350	Clinocardium nuttallii					https://en.wikipedia.org/wiki/Clinocardium_nuttallii	common cockle	FDA SFL Common Name	cockle | cockle clam	FDA SFL Acceptable Market Name		ITIS:80873	common cockle	cockle or cockle clam			Cardium nuttallii	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:249026	Clupea bentincki					https://en.wikipedia.org/wiki/Araucanian_herring	araucanian herring	FDA SFL Common Name	herrring	FDA SFL Acceptable Market Name		ITIS:615818	araucanian herring	herrring			Clupea bentincki	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:7950	Clupea harengus					https://en.wikipedia.org/wiki/Atlantic_herring	atlantic herring	FDA SFL Common Name	herring | sea herring | sild	FDA SFL Acceptable Market Name		ITIS:161722	atlantic herring	herring or sea herring or sild	atlantic herring		Clupea harengus harengus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:30724	Clupea pallasii					https://en.wikipedia.org/wiki/Pacific_herring	pacific herring	FDA SFL Common Name	herring | sea herring | sild	FDA SFL Acceptable Market Name		ITIS:551209	pacific herring	herring or sea herring or sild	pacific herring		Clupea harengus pallasi | Clupea pallasi	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:1913631	Colistium guntheri					https://en.wikipedia.org/wiki/New_Zealand_brill	new zealand brill	FDA SFL Common Name	flounder	FDA SFL Acceptable Market Name		ITIS:172975	new zealand brill	flounder			Ammotretis guntheri	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:1156758	Colistium nudipinnis					https://en.wikipedia.org/wiki/New_Zealand_turbot	new zealand turbot	FDA SFL Common Name	flounder	FDA SFL Acceptable Market Name		ITIS:616301	new zealand turbot	flounder	new zealand turbot		Ammotretis nudipinnis	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:240158	Collichthys			Collichthys spp.					drum	FDA SFL Acceptable Market Name				drum				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:129043	Cololabis saira					https://en.wikipedia.org/wiki/Pacific_saury	pacific saury	FDA SFL Common Name	saury	FDA SFL Acceptable Market Name		ITIS:165609	pacific saury	saury	pacific saury		Scomberesox saira	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:1146962	Conger cinereus					https://en.wikipedia.org/wiki/Longfin_African_conger	longfin conger	FDA SFL Common Name	conger eel	FDA SFL Acceptable Market Name	longfin african conger	ITIS:161328	longfin conger	eel, conger	longfin african conger			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:82655	Conger conger					https://en.wikipedia.org/wiki/European_conger	sea eel	FDA SFL Common Name	conger eel	FDA SFL Acceptable Market Name	european conger	ITIS:161341	sea eel	eel, conger	european conger		Muraena conger	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:94395	Conger oceanicus					https://en.wikipedia.org/wiki/American_conger	conger eel	FDA SFL Common Name	conger eel	FDA SFL Acceptable Market Name	american conger	ITIS:161326	conger eel	eel, conger	american conger		Anguilla oceanica	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:1181892	Conger triporiceps					https://en.wikipedia.org/wiki/Manytooth_conger	manytooth conger	FDA SFL Common Name	conger eel	FDA SFL Acceptable Market Name	manytooth conger eel	ITIS:161327	manytooth conger	eel, conger	manytooth conger eel			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:45948	Corbicula			Corbicula spp.		https://en.wikipedia.org/wiki/Corbicula	asian clam	FDA SFL Common Name	asian clam	FDA SFL Acceptable Market Name			asian clam	asian clam				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:36181	Coregonus artedi					https://en.wikipedia.org/wiki/Coregonus_artedi	lake herring	FDA SFL Common Name	cisco | tullibee	FDA SFL Acceptable Market Name	cisco	ITIS:623384	lake herring	cisco or tullibee	cisco		Coregonus artedii	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:59861	Coregonus clupeaformis					https://en.wikipedia.org/wiki/Lake_whitefish	lake whitefish	FDA SFL Common Name	whitefish	FDA SFL Acceptable Market Name		ITIS:161941	lake whitefish	whitefish	lake whitefish		Salmo clupeaformis	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:59863	Coregonus kiyi					https://en.wikipedia.org/wiki/Kiyi	kiyi	FDA SFL Common Name	chub	FDA SFL Acceptable Market Name		ITIS:161945	kiyi	chub	kiyi		Leucichthys kiyi	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:480040	Coregonus pidschian					https://en.wikipedia.org/wiki/Humpback_whitefish	humpback whitefish	FDA SFL Common Name	whitefish	FDA SFL Acceptable Market Name		ITIS:161937	humpback whitefish	whitefish	humpback whitefish		Coregonus pidschian pidschian | Salmo pidschian | Coregonus lavaretus pidschian	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:56554	Coregonus zenithicus					https://en.wikipedia.org/wiki/Shortjaw_cisco	shortjaw cisco	FDA SFL Common Name	cisco | chub	FDA SFL Acceptable Market Name		ITIS:161948	shortjaw cisco	cisco or chub	shortjaw cisco		Argyrosomus zenithicus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:1412992	Corniger spinosus					https://en.wikipedia.org/wiki/Spinycheek_soldierfish	spinycheek soldierfish	FDA SFL Common Name	soldierfish | squirrelfish	FDA SFL Acceptable Market Name		ITIS:166251	spinycheek soldierfish	soldierfish or squirrelfish	spinycheek soldierfish			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:13454	Coryphaena equiselis					https://en.wikipedia.org/wiki/Pompano_dolphinfish	pompano dolphin	FDA SFL Common Name	mahi-mahi	FDA SFL Acceptable Market Name		ITIS:168792	pompano dolphin	mahi-mahi				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:491138	Crangon crangon					https://en.wikipedia.org/wiki/Crangon_crangon	common shrimp	FDA SFL Common Name	shrimp	FDA SFL Acceptable Market Name		ITIS:97118	common shrimp	shrimp				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:587144	Crangon septemspinosa					https://en.wikipedia.org/wiki/Crangon_septemspinosa	seven-spine bay shrimp	FDA SFL Common Name	shrimp	FDA SFL Acceptable Market Name		ITIS:97110	seven-spine bay shrimp	shrimp				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:98082	Crangon			Crangon spp.		https://en.wikipedia.org/wiki/Crangon			shrimp	FDA SFL Acceptable Market Name				shrimp				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:558553	Crassostrea angulata					https://en.wikipedia.org/wiki/Portuguese_oyster	portuguese oyster	FDA SFL Common Name	oyster	FDA SFL Acceptable Market Name		ITIS:79875	portuguese oyster	oyster				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:74433	Crassostrea chilensis						chilean oyster	FDA SFL Common Name	oyster	FDA SFL Acceptable Market Name		ITIS:79876	chilean oyster	oyster			Tiostrea chilensis | Crassostrea chilensis	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:29159	Crassostrea gigas					https://en.wikipedia.org/wiki/Pacific_oyster	pacific oyster	FDA SFL Common Name	oyster 	FDA SFL Acceptable Market Name		ITIS:79868	pacific oyster	oyster (*)	pacific oyster		Ostrea gigas	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:6565	Crassostrea virginica					https://en.wikipedia.org/wiki/Eastern_oyster	eastern oyster	FDA SFL Common Name	oyster 	FDA SFL Acceptable Market Name		ITIS:79872	eastern oyster	oyster (*)	eastern oyster		Ostrea virginica	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:143330	Crenimugil crenilabis						wartynosed mullet	FDA SFL Common Name	mullet	FDA SFL Acceptable Market Name	fringelip mullet	ITIS:170357	wartynosed mullet	mullet	fringelip mullet		Mugil crenilabis	FDA Seafood List 2021 | Genome Tracker	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:390315	Ctenochaetus hawaiiensis					https://en.wikipedia.org/wiki/Ctenochaetus_hawaiiensis	black surgeonfish	FDA SFL Common Name	tang	FDA SFL Acceptable Market Name		ITIS:172306	black surgeonfish	tang				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:75019	Ctenochaetus			Ctenochaetus spp.		https://en.wikipedia.org/wiki/Ctenochaetus			tang	FDA SFL Acceptable Market Name				tang				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:586812	Ctenochaetus strigosus					https://en.wikipedia.org/wiki/Ctenochaetus_strigosus	goldring surgeonfish	FDA SFL Common Name	tang | surgeonfish	FDA SFL Acceptable Market Name	spotted surgeonfish	ITIS:172307	goldring surgeonfish	tang or surgeonfish	spotted surgeonfish		Acanthurus strigosus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:28832	Cucumaria			Cucumaria spp.		https://en.wikipedia.org/wiki/Cucumaria			sea cucumber	FDA SFL Acceptable Market Name				sea cucumber				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:248142	Cybiosarda elegans					https://en.wikipedia.org/wiki/Cybiosarda_elegans	leaping bonito	FDA SFL Common Name	bonito 	FDA SFL Acceptable Market Name		ITIS:172474	leaping bonito	bonito (*)	leaping bonito		Scomberomorus elegans	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:154813	Cycleptus elongatus					https://en.wikipedia.org/wiki/Blue_sucker	blue sucker	FDA SFL Common Name	sucker	FDA SFL Acceptable Market Name		ITIS:163953	blue sucker	sucker	blue sucker		Catostomus elongatus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:329465	Cyclopsetta chittendeni						mexican flounder	FDA SFL Common Name	flounder	FDA SFL Acceptable Market Name		ITIS:172776	mexican flounder	flounder	mexican flounder			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:8103	Cyclopterus lumpus					https://en.wikipedia.org/wiki/Cyclopterus_lumpus	lumpfish	FDA SFL Common Name	lumpfish	FDA SFL Acceptable Market Name		ITIS:167612	lumpfish	lumpfish	lumpfish			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
