?class	?label	?syn_type
<http://purl.obolibrary.org/obo/NCBITaxon_85422>	"Knipowitschia panizzae"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_85422>	"Knipowitschia panizzae (Verga, 1841)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_85422>	"knipowitschia pannizzae"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_85422>	"lagoon goby"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_85427>	"Zosterisessor"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_85428>	"Zosterisessor ophiocephalus"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_85428>	"Zosterisessor ophiocephalus (Pallas, 1811)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_85428>	"Zosterisessor ophiocephalus (Pallas, 1814)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_85428>	"grass goby"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_85428>	"grass goby"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_85428>	"zosterisessor ophiocephalus"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_85437>	"Citrus japonica var. margarita"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_85437>	"nagami kumquat"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_85549>	"Artemia salina"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_85549>	"Artemia salina (Linnaeus, 1758)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_85549>	"Artemia salina Linnaeus, 1758"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_85549>	"artemia salina"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_85549>	"brine shrimp"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_8555>	"Varanidae"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8555>	"monitors"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_85552>	"Scylla paramamosain"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_85552>	"green mud crab"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_85552>	"green mud crab"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_8556>	"Varanus"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_85571>	"Citrus reticulata"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_85571>	"mandarin orange"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_85571>	"tangerine"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8561>	"Gekkonidae"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8561>	"geckos"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_85681>	"Citrus clementina"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_85681>	"clementine"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8570>	"Serpentes"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8570>	"snakes"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8573>	"Boa"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8574>	"Boa constrictor"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8574>	"boa"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8602>	"Elapidae"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_86063>	"Galeorhinus galeus"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_86063>	"Galeorhinus galeus"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_86063>	"Galeorhinus galeus (Linnaeus, 1758)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_86063>	"galeorhinus galeus"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_86063>	"grey shark"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_86063>	"greyboy"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_86063>	"school shark"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_86063>	"tope shark"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_86063>	"tope shark"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_861760>	"Coregonus macrophthalmus"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_861760>	"Coregonus macrophthalmus (Nusslin, 1882)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_861760>	"Coregonus macrophthalmus Nüsslin 1882"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_861760>	"Coregonus macrophthalmus Nüsslin, 1882"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_861760>	"coregonus macrophthalmus"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_861760>	"lake neuchâtel whitefish"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_861789>	"Coregonus wartmanni"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_861789>	"Coregonus wartmanni"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_861789>	"Coregonus wartmanni (Bloch, 1784)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_861789>	"blue whitefish"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_861789>	"coregonus wartmanni"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_86197>	"Eleotridae"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_86197>	"sleepers"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_86204>	"Periophthalmus"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_862241>	"Physalacriaceae"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_86250>	"Oxyeleotris marmorata"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_86250>	"Oxyeleotris marmorata"@en	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_86250>	"Oxyeleotris marmorata (Bleeker, 1852)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_86250>	"marble goby"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_86250>	"marble goby"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_86250>	"marble sleeper"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_862507>	"Mus"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_862507>	"Mus <subgenus>"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_862826>	"Echinorhinus brucus"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_862826>	"Echinorhinus brucus (Bonnaterre, 1788)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_862826>	"bramble shark"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_862826>	"bramble shark"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_862826>	"echinorhinus brucus"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_862826>	"spinous shark"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_862826>	"spinous shark"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_862826>	"spiny shark"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_862826>	"spiny shark"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_862827>	"Etmopterus baxteri"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_862827>	"Etmopterus baxteri Garrick, 1957"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_862827>	"New Zealand lanternshark"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_862827>	"baxters dogfish"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_862827>	"etmopterus baxteri"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_862827>	"new zealand lanternshark"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_86306>	"Artemisia abrotanum"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_86306>	"Artemisia abrotanum L."	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_86306>	"artemisia abrotanum"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_86306>	"southernwood plant"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_86312>	"Artemisia ludoviciana"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_86312>	"silver wormwood"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_86365>	"Mobula"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_864893>	"Menippidae"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_866800>	"Cactineae"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8669>	"Pseudechis"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8671>	"Pseudechis porphyriacus"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8671>	"Pseudechis porphyriacus (Shaw, 1794)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8671>	"pseudechis porphyriacus"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8671>	"red-bellied black snake"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8671>	"redbellied black snake"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_86965>	"Anguilla nebulosa"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_86965>	"Anguilla nebulosa McClelland, 1844"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_86965>	"anguilla nebulosa"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_86965>	"long-finned eel"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_86965>	"mottled eel"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_86965>	"mottled eel"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_86973>	"Okapia johnstoni"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_86973>	"okapi"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_87088>	"Vigna umbellata"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_87088>	"Vigna umbellata (Thunb.) Ohwi & H. Ohashi"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_87088>	"Vigna umbellata (Thunb.) Ohwi & H.Ohashi"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_87088>	"mambi-bean"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_87088>	"phaseolus calcaratus"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_87088>	"red bean"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_87088>	"rice bean"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_87088>	"rice bean plant"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_87088>	"vigna umbellata"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_87148>	"Fucus serratus"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_87148>	"Fucus serratus"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_87148>	"Fucus serratus Linnaeus, 1753"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_87148>	"fucus serratus"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_87148>	"serrated wrack"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_87148>	"toothed wrack"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_8728>	"Crotalus"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_872808>	"Polypodium virginianum"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_872808>	"Polypodium virginianum L."	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_872808>	"Polypodium vulgare L."	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_872808>	"common polypody plant"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_872808>	"polypodium virginianum"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_872808>	"polypodium vulgare"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_875777>	"Harengula thrissina"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_875777>	"Harengula thrissina"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_875777>	"Harengula thrissina (Jordan & Gilbert 1882)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_875777>	"Harengula thrissina (Jordan and Gilbert, 1882)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_875777>	"Pacific flatiron herring"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_875777>	"flatiron herring"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_875777>	"harengula thrissina"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_87757>	"Mullus surmuletus"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_87757>	"Mullus surmuletus"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_87757>	"Mullus surmuletus Linnaeus, 1758"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_87757>	"mullet, red"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_87757>	"mullus surmuletus"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_87757>	"red mullet"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_87757>	"striped red mullet"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_87759>	"Sarpa salpa"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_87759>	"Sarpa salpa (Linnaeus, 1758)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_87759>	"boops salpa"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_87759>	"salema"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_87759>	"salema"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_87759>	"sarpa salpa"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_87759>	"sparus salpa"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_87784>	"Atherina"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_87785>	"Atherina boyeri"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_87785>	"Atherina boyeri Risso, 1810"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_87785>	"atherina boyeri"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_87785>	"big-scale sand smelt"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_87785>	"boyer's sandsmelt"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_87785>	"capsian sandsmelt"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_87785>	"small sandsmelt"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8782>	"Aves"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8782>	"avian"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8782>	"birds"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8783>	"Palaeognathae"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8788>	"Dromaiidae"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8788>	"emus"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8790>	"Dromaius novaehollandiae"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8790>	"Dromaius novaehollandiae (Latham, 1790)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8790>	"dromaius novaehollandiae"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8790>	"emu"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8790>	"emu"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_8793>	"Rheidae"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8795>	"Pterocnemia pennata"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8795>	"Pterocnemia pennata  (Orbigny, 1834)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8795>	"darwin's rhea"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8795>	"lesser rhea"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8795>	"lesser rhea"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_8795>	"pterocnemia pennata"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8795>	"rhea pennata"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8797>	"Rhea americana"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8797>	"Rhea americana (Linnaeus, 1758)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8797>	"american rhea"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8797>	"common rhea"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8797>	"greater rhea"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8797>	"greater rhea"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_8797>	"rhea americana"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8798>	"Struthioniformes"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8798>	"ostriches"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8799>	"Struthionidae"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8801>	"African ostrich"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8801>	"Struthio camelus"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8801>	"Struthio camelus Linnaeus, 1758"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8801>	"common ostrich"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8801>	"ostrich"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8801>	"ostrich"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_8801>	"struthio camelus"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_880343>	"American harvestfish"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_880343>	"Peprilus paru"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_880343>	"Peprilus paru"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_880343>	"Peprilus paru (Linnaeus, 1758)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_880343>	"harvestfish"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_880343>	"northern harvestfish"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_880343>	"peprilus alepidotus"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_880343>	"peprilus paru"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_88123>	"Japanese plum"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_88123>	"Prunus salicina"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_88123>	"Prunus salicina Lindl."	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_88123>	"Prunus salicina Lindley"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_88123>	"japanese plum plant"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_88123>	"prunus salicina"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_88123>	"su-momo"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_88123>	"susina"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8820>	"Apterygidae"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_88209>	"Cancer productus"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_88209>	"Cancer productus"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_88209>	"Cancer productus J. W. Randall, 1840"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_88209>	"Cancer productus Randall, 1839"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_88209>	"california red rock crab"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_88209>	"cancer productus"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_88209>	"pacific rock crab"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_88209>	"red rock crab"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_88209>	"red rock crab"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_88209>	"red rock crab"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8821>	"Apteryx"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_882375>	"Chenopodium pallidicaule"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_882375>	"Chenopodium pallidicaule Aellen"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_882375>	"canihua plant"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_882375>	"cañahua"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_882375>	"cañihua"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_882375>	"chenopodium pallidicaule"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_882375>	"kañiwa"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8825>	"Neognathae"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8826>	"Anseriformes"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8826>	"ducks, geese and swans"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8830>	"Anatidae"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8830>	"waterfowl"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_883761>	"Indonesian bayleaf"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_883761>	"Syzygium polyanthum"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_883761>	"salam"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8839>	"Anas platyrhynchos"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8839>	"Anas platyrhynchos Linnaeus, 1758"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8839>	"anas platyrhynchos"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8839>	"duck"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8839>	"duck, wild"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8839>	"mallard"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8839>	"mallard"@en	"alternative term"
<http://purl.obolibrary.org/obo/NCBITaxon_8839>	"mallard duck"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8839>	"mallard ducks"	"exact synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8839>	"wild duck"@en	"synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8843>	"Anser anser"	"label"
<http://purl.obolibrary.org/obo/NCBITaxon_8843>	"Anser anser (Linnaeus, 1758)"	"narrow synonym"
<http://purl.obolibrary.org/obo/NCBITaxon_8843>	"Domestic goose"	"exact synonym"
